id,text,label,prompt,model,date,word_count,readability
746,AI-generated content sample 746: This is an example of text generated by Claude in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Claude,2024-06-18,25.0,32.56400000000002
747,Human-written text sample 747: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-05-08,25.0,46.10000000000002
748,Human-written text sample 748: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-08-09,28.0,33.38642857142861
749,AI-generated content sample 749: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2023-11-21,23.0,43.716086956521764
750,Human-written text sample 750: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-08-08,28.0,33.38642857142861
751,Human-written text sample 751: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-08-26,28.0,33.38642857142861
752,AI-generated content sample 752: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2024-09-16,26.0,47.037307692307735
753,AI-generated content sample 753: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2024-04-13,24.0,37.950000000000045
754,AI-generated content sample 754: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2024-10-13,25.0,32.56400000000002
755,Human-written text sample 755: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-07-24,25.0,46.10000000000002
756,Human-written text sample 756: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-10-10,25.0,49.48400000000001
757,AI-generated content sample 757: This is an example of text generated by Claude in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Claude,2023-10-09,24.0,45.00000000000003
758,AI-generated content sample 758: This is an example of text generated by Claude in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Claude,2025-01-10,24.0,45.00000000000003
759,AI-generated content sample 759: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2024-11-22,23.0,47.39434782608697
760,Human-written text sample 760: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-11-12,28.0,33.38642857142861
761,Human-written text sample 761: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-09-23,28.0,33.38642857142861
762,AI-generated content sample 762: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2024-06-10,23.0,47.39434782608697
763,AI-generated content sample 763: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2024-12-28,24.0,37.950000000000045
764,Human-written text sample 764: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-05-15,25.0,49.48400000000001
765,Human-written text sample 765: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-01-07,25.0,52.86800000000002
766,AI-generated content sample 766: This is an example of text generated by Bard in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Bard,2025-06-01,26.0,50.29115384615386
767,Human-written text sample 767: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2023-09-24,25.0,52.86800000000002
768,Human-written text sample 768: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-02-09,25.0,52.86800000000002
769,Human-written text sample 769: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-04-25,25.0,46.10000000000002
770,AI-generated content sample 770: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2024-02-12,23.0,43.716086956521764
771,Human-written text sample 771: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-06-19,25.0,52.86800000000002
772,AI-generated content sample 772: This is an example of text generated by Claude in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Claude,2025-03-01,23.0,47.39434782608697
773,AI-generated content sample 773: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2023-11-06,24.0,41.47500000000002
774,Human-written text sample 774: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-03-16,28.0,33.38642857142861
775,AI-generated content sample 775: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2023-09-23,26.0,43.78346153846158
776,AI-generated content sample 776: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2025-03-13,24.0,37.950000000000045
777,Human-written text sample 777: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-11-16,25.0,49.48400000000001
778,AI-generated content sample 778: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2024-10-16,26.0,50.29115384615386
779,Human-written text sample 779: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-12-15,25.0,46.10000000000002
780,AI-generated content sample 780: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2025-02-06,26.0,50.29115384615386
781,Human-written text sample 781: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-08-10,25.0,46.10000000000002
782,Human-written text sample 782: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-09-19,28.0,33.38642857142861
783,Human-written text sample 783: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-02-11,28.0,33.38642857142861
784,AI-generated content sample 784: This is an example of text generated by Claude in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Claude,2024-02-12,23.0,47.39434782608697
785,Human-written text sample 785: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-05-12,25.0,49.48400000000001
786,AI-generated content sample 786: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2024-01-10,25.0,32.56400000000002
787,Human-written text sample 787: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-03-29,25.0,46.10000000000002
788,Human-written text sample 788: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-08-03,28.0,33.38642857142861
789,Human-written text sample 789: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-03-24,25.0,52.86800000000002
790,AI-generated content sample 790: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2024-04-05,24.0,37.950000000000045
791,AI-generated content sample 791: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2024-02-03,23.0,43.716086956521764
792,AI-generated content sample 792: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2025-06-23,24.0,41.47500000000002
793,AI-generated content sample 793: This is an example of text generated by Claude in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Claude,2025-05-03,24.0,45.00000000000003
794,Human-written text sample 794: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-11-27,25.0,46.10000000000002
795,AI-generated content sample 795: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2024-07-18,25.0,32.56400000000002
796,AI-generated content sample 796: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2024-10-18,25.0,32.56400000000002
797,Human-written text sample 797: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-06-29,28.0,33.38642857142861
798,AI-generated content sample 798: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2023-10-03,24.0,37.950000000000045
799,Human-written text sample 799: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-08-08,25.0,46.10000000000002
800,AI-generated content sample 800: This is an example of text generated by GPT-4 in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,GPT-4,2024-10-05,25.0,29.180000000000007
801,Human-written text sample 801: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-11-17,25.0,46.10000000000002
802,Human-written text sample 802: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-04-11,25.0,49.48400000000001
803,Human-written text sample 803: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-12-27,25.0,46.10000000000002
804,Human-written text sample 804: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-03-26,25.0,49.48400000000001
805,AI-generated content sample 805: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2024-02-05,26.0,47.037307692307735
806,Human-written text sample 806: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-09-17,25.0,46.10000000000002
807,AI-generated content sample 807: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2024-02-24,23.0,47.39434782608697
808,Human-written text sample 808: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2025-05-08,28.0,33.38642857142861
809,Human-written text sample 809: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2025-01-24,28.0,33.38642857142861
810,AI-generated content sample 810: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2023-09-06,26.0,43.78346153846158
811,AI-generated content sample 811: This is an example of text generated by Claude in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Claude,2023-12-08,25.0,32.56400000000002
812,AI-generated content sample 812: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2025-05-18,24.0,45.00000000000003
813,AI-generated content sample 813: This is an example of text generated by Bard in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Bard,2024-07-02,26.0,50.29115384615386
814,AI-generated content sample 814: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2024-01-07,24.0,37.950000000000045
815,Human-written text sample 815: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2025-01-29,28.0,33.38642857142861
816,Human-written text sample 816: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-12-05,25.0,46.10000000000002
817,Human-written text sample 817: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-12-27,28.0,33.38642857142861
818,AI-generated content sample 818: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2025-02-07,23.0,43.716086956521764
819,AI-generated content sample 819: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2024-05-10,23.0,47.39434782608697
820,Human-written text sample 820: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-12-07,28.0,33.38642857142861
821,Human-written text sample 821: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-07-09,25.0,49.48400000000001
822,Human-written text sample 822: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-12-12,28.0,33.38642857142861
823,Human-written text sample 823: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-03-01,25.0,46.10000000000002
824,AI-generated content sample 824: This is an example of text generated by GPT-4 in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,GPT-4,2025-06-29,25.0,29.180000000000007
825,AI-generated content sample 825: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2024-11-11,23.0,43.716086956521764
826,Human-written text sample 826: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-01-12,25.0,46.10000000000002
827,AI-generated content sample 827: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2024-04-23,26.0,50.29115384615386
828,AI-generated content sample 828: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2024-03-20,24.0,45.00000000000003
829,Human-written text sample 829: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-06-12,25.0,46.10000000000002
830,AI-generated content sample 830: This is an example of text generated by GPT-4 in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,GPT-4,2025-04-22,25.0,29.180000000000007
831,Human-written text sample 831: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-08-09,25.0,46.10000000000002
832,Human-written text sample 832: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-05-03,25.0,49.48400000000001
833,AI-generated content sample 833: This is an example of text generated by GPT-4 in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,GPT-4,2023-08-03,23.0,43.716086956521764
834,AI-generated content sample 834: This is an example of text generated by ChatGPT in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,ChatGPT,2024-10-03,25.0,25.79600000000002
835,AI-generated content sample 835: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2025-04-19,26.0,50.29115384615386
836,Human-written text sample 836: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2024-10-27,28.0,33.38642857142861
837,AI-generated content sample 837: This is an example of text generated by ChatGPT in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,ChatGPT,2024-02-25,24.0,37.950000000000045
838,Human-written text sample 838: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-03-25,25.0,49.48400000000001
839,AI-generated content sample 839: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2023-08-29,26.0,50.29115384615386
840,Human-written text sample 840: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-03-29,25.0,49.48400000000001
841,Human-written text sample 841: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-10-02,25.0,46.10000000000002
842,AI-generated content sample 842: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2023-10-04,25.0,32.56400000000002
843,AI-generated content sample 843: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2025-03-24,26.0,43.78346153846158
844,AI-generated content sample 844: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2025-02-03,24.0,41.47500000000002
845,Human-written text sample 845: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2023-08-19,25.0,52.86800000000002
846,AI-generated content sample 846: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2024-01-26,26.0,47.037307692307735
847,Human-written text sample 847: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-12-16,25.0,49.48400000000001
848,AI-generated content sample 848: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2025-06-23,24.0,41.47500000000002
849,Human-written text sample 849: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2023-09-10,25.0,52.86800000000002
850,Human-written text sample 850: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2025-01-07,28.0,33.38642857142861
851,AI-generated content sample 851: This is an example of text generated by ChatGPT in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,ChatGPT,2023-10-15,25.0,25.79600000000002
852,AI-generated content sample 852: This is an example of text generated by ChatGPT in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,ChatGPT,2024-11-02,23.0,40.03782608695653
853,Human-written text sample 853: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2025-01-06,25.0,46.10000000000002
854,Human-written text sample 854: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-01-23,25.0,49.48400000000001
855,Human-written text sample 855: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-08-06,28.0,33.38642857142861
856,Human-written text sample 856: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-07-17,25.0,52.86800000000002
857,Human-written text sample 857: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-04-10,25.0,49.48400000000001
858,Human-written text sample 858: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-10-08,25.0,49.48400000000001
859,AI-generated content sample 859: This is an example of text generated by Bard in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,Bard,2024-11-26,25.0,32.56400000000002
860,AI-generated content sample 860: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2025-07-26,24.0,45.00000000000003
861,Human-written text sample 861: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-01-04,25.0,46.10000000000002
862,Human-written text sample 862: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-03-04,25.0,52.86800000000002
863,Human-written text sample 863: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2025-06-27,25.0,52.86800000000002
864,Human-written text sample 864: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2023-10-05,25.0,49.48400000000001
865,Human-written text sample 865: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2025-01-03,25.0,52.86800000000002
866,Human-written text sample 866: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-07-17,25.0,46.10000000000002
867,Human-written text sample 867: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-10-28,25.0,49.48400000000001
868,Human-written text sample 868: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-12-25,25.0,46.10000000000002
869,Human-written text sample 869: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2023-08-14,25.0,52.86800000000002
870,AI-generated content sample 870: This is an example of text generated by GPT-4 in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,GPT-4,2025-06-18,26.0,47.037307692307735
871,Human-written text sample 871: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-02-07,25.0,49.48400000000001
872,AI-generated content sample 872: This is an example of text generated by Claude in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Claude,2025-07-16,24.0,45.00000000000003
873,Human-written text sample 873: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2025-01-03,25.0,49.48400000000001
874,AI-generated content sample 874: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2024-10-27,26.0,50.29115384615386
875,AI-generated content sample 875: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2024-05-19,24.0,41.47500000000002
876,Human-written text sample 876: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-07-05,25.0,46.10000000000002
877,Human-written text sample 877: This is an example of a text written by a human in response to the prompt 'Editorial on the impact of technology in society.'.,Human-written,Editorial on the impact of technology in society.,Human,2023-08-15,28.0,33.38642857142861
878,AI-generated content sample 878: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2025-03-17,26.0,43.78346153846158
879,Human-written text sample 879: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2025-01-02,25.0,52.86800000000002
880,Human-written text sample 880: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2025-03-20,25.0,52.86800000000002
881,AI-generated content sample 881: This is an example of text generated by Bard in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Bard,2024-12-18,26.0,50.29115384615386
882,AI-generated content sample 882: This is an example of text generated by Bard in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,Bard,2024-07-29,24.0,45.00000000000003
883,AI-generated content sample 883: This is an example of text generated by ChatGPT in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,ChatGPT,2025-04-17,25.0,25.79600000000002
884,Human-written text sample 884: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2023-08-28,25.0,46.10000000000002
885,AI-generated content sample 885: This is an example of text generated by GPT-4 in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,GPT-4,2024-08-21,25.0,29.180000000000007
886,Human-written text sample 886: This is an example of a text written by a human in response to the prompt 'Interview with an AI researcher.'.,Human-written,Interview with an AI researcher.,Human,2024-08-25,25.0,52.86800000000002
887,AI-generated content sample 887: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2023-09-16,26.0,50.29115384615386
888,AI-generated content sample 888: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2023-08-08,24.0,41.47500000000002
889,Human-written text sample 889: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-12-02,25.0,49.48400000000001
890,Human-written text sample 890: This is an example of a text written by a human in response to the prompt 'Report from an industry conference.'.,Human-written,Report from an industry conference.,Human,2024-09-23,25.0,49.48400000000001
891,Human-written text sample 891: This is an example of a text written by a human in response to the prompt 'Personal essay on learning programming.'.,Human-written,Personal essay on learning programming.,Human,2024-07-15,25.0,46.10000000000002
892,AI-generated content sample 892: This is an example of text generated by ChatGPT in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,ChatGPT,2025-06-15,23.0,40.03782608695653
893,AI-generated content sample 893: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2025-06-27,26.0,50.29115384615386
894,AI-generated content sample 894: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2024-02-08,26.0,43.78346153846158
895,AI-generated content sample 895: This is an example of text generated by ChatGPT in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,ChatGPT,2025-05-02,26.0,43.78346153846158
896,AI-generated content sample 896: This is an example of text generated by GPT-4 in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,GPT-4,2024-01-30,25.0,29.180000000000007
897,AI-generated content sample 897: This is an example of text generated by GPT-4 in response to the prompt 'Explain the benefits of deep learning.'.,AI-generated,Explain the benefits of deep learning.,GPT-4,2024-01-09,24.0,41.47500000000002
898,AI-generated content sample 898: This is an example of text generated by ChatGPT in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,ChatGPT,2024-09-08,25.0,25.79600000000002
899,AI-generated content sample 899: This is an example of text generated by Claude in response to the prompt 'Write an article on the future of AI.'.,AI-generated,Write an article on the future of AI.,Claude,2024-08-17,26.0,50.29115384615386
900,AI-generated content sample 900: This is an example of text generated by Bard in response to the prompt 'Describe how neural networks work.'.,AI-generated,Describe how neural networks work.,Bard,2024-09-18,23.0,47.39434782608697
901,AI-generated content sample 901: This is an example of text generated by ChatGPT in response to the prompt 'Generate a creative story about machine learning.'.,AI-generated,Generate a creative story about machine learning.,ChatGPT,2023-09-24,25.0,25.79600000000002
